ts_code,sub_code,name,ipo_date,issue_date,amount,market_amount,price,pe,limit_amount,funds,ballot
688182.SH,787182,灿勤科技,20211105,20211116,10000,2800,10.5,10.43,2.1,10.5,0.03
688212.SH,787212,澳华内镜,20211104,20211115,3334,1137,22.5,244.08,0.85,7.502,0.03
603048.SH,732048,浙江黎明,20211104,20211116,3672,3305,17.37,22.99,1.4,6.378,0.03
688105.SH,787105,诺唯赞,20211103,20211115,4001,1032,55.0,27.02,0.65,22.006,0.04
688107.SH,787107,安路科技,20211103,20211112,5010,1294,26.0,0.0,0.85,13.026,0.03
836720.BJ,889008,吉冈精密,20211103,20211124,2418,1682,10.5,22.44,99.89,2.539,0.37
301188.SZ,301188,力诺特玻,20211102,20211111,5811,2360,13.0,35.57,1.35,7.554,0.02
301098.SZ,301098,金埔园林,20211102,20211112,2640,1158,12.36,17.59,0.65,3.263,0.02
603213.SH,732213,镇洋发展,20211101,20211111,6526,5873,5.99,22.97,1.9,3.909,0.04
688162.SH,787162,巨一科技,20211101,20211110,3425,1096,46.0,70.87,0.8,15.755,0.03
301149.SZ,301149,隆华新材,20211101,20211110,7000,2511,10.07,42.8,1.15,7.049,0.02
301178.SZ,301178,天亿马,20211101,20211112,1178,1178,48.66,44.96,1.15,5.731,0.01
836260.BJ,889900,中寰股份,20211101,20211115,978,680,13.45,16.41,40.37,1.315,0.35
301128.SZ,301128,强瑞技术,20211029,20211110,1847,1847,29.82,38.0,1.8,5.508,0.01
871981.BJ,889998,晶赛科技,20211026,20211115,1366,950,18.32,29.37,56.42,2.503,0.31
831832.BJ,889911,科达自控,20211026,20211115,2070,1440,13.0,47.08,85.5,2.691,1.01
301169.SZ,301169,零点有数,20211021,20211103,1806,1806,19.39,29.27,1.8,3.502,0.01
001288.SZ,001288,运机集团,20211020,20211101,4000,3600,14.55,22.99,1.6,5.82,0.02
301092.SZ,301092,争光股份,20211019,20211102,3333,1617,36.31,54.59,0.95,12.103,0.02
301093.SZ,301093,华兰股份,20211019,20211101,3367,1512,58.08,101.4,0.85,19.554,0.02
688739.SH,787739,成大生物,20211019,20211028,4165,1199,110.0,54.24,0.75,45.815,0.03
605138.SH,707138,盛泰集团,20211018,20211027,5556,5000,9.97,22.98,1.6,5.539,0.03
301089.SZ,301089,拓新药业,20211018,20211027,3150,1384,19.11,22.65,0.8,6.02,0.01
301091.SZ,301091,深城交,20211018,20211029,4000,1730,36.5,40.69,1.0,14.6,0.02
301129.SZ,301129,瑞纳智能,20211018,20211102,1842,1842,55.66,33.12,1.8,10.253,0.01
833454.BJ,889116,同心传动,20211018,20211115,2875,2000,3.95,15.45,118.75,1.136,0.62
870436.BJ,889436,大地电气,20211018,20211115,2070,1440,8.68,13.6,85.5,1.797,0.32
301090.SZ,301090,华润材料,20211015,20211026,22191,6679,10.45,26.64,3.1,23.19,0.03
301088.SZ,301088,戎美股份,20211015,20211028,5700,2728,33.16,49.01,1.6,18.901,0.02
688280.SH,787280,精进电动,20211015,20211027,14756,3113,13.78,0.0,2.05,20.333,0.03
688257.SH,787257,新锐股份,20211015,20211027,2320,804,62.3,52.52,0.55,14.454,0.03
832171.BJ,889171,志晟信息,20211015,20211115,1671,1162,6.8,11.3,69.01,1.136,0.22
833873.BJ,889009,中设咨询,20211015,20211115,3839,2671,4.5,28.2,158.6,1.727,0.98
688211.SH,787211,中科微至,20211014,20211026,3300,1261,90.2,61.31,0.9,29.766,0.03
301087.SZ,301087,可孚医疗,20211013,20211025,4000,1919,93.09,37.15,1.1,37.236,0.02
688255.SH,787255,凯尔达,20211012,20211025,1960,675,47.11,59.66,0.45,9.235,0.03
301082.SZ,301082,久盛电气,20211012,20211027,4041,1747,15.48,32.43,1.0,6.256,0.02
688737.SH,787737,中自科技,20211012,20211022,2151,735,70.9,26.61,0.5,15.25,0.03
688553.SH,787553,汇宇制药,20211012,20211026,6360,1541,38.87,50.7,1.0,24.721,0.03
605555.SH,707555,德昌股份,20211011,20211021,5000,4500,32.35,22.99,2.0,16.175,0.03
301083.SZ,301083,百胜智能,20211011,20211021,4447,1924,9.08,25.86,1.1,4.038,0.02
605566.SH,707566,福莱蒽特,20211011,20211025,3334,3001,32.21,22.99,1.3,10.739,0.02
301081.SZ,301081,严牌股份,20211011,20211020,4267,1876,12.95,29.29,1.05,5.526,0.02
839680.BJ,889680,广道数字,20211011,20211115,1675,1166,12.25,17.71,69.19,2.052,0.76
837092.BJ,889092,汉鑫科技,20211011,20211115,1012,704,16.0,21.42,41.8,1.619,0.78
832089.BJ,889088,禾昌聚合,20211011,20211109,2300,1600,10.0,16.86,95.0,2.3,1.47
001216.SZ,001216,华瓷股份,20211008,20211019,6297,5667,9.37,22.99,2.5,5.9,0.03
688285.SH,787285,高铁电气,20211008,20211020,9410,3011,7.18,20.29,2.25,6.756,0.03
832145.BJ,889001,恒合股份,20211008,20211115,1955,1360,8.0,18.73,80.75,1.564,1.3
838924.BJ,889988,广脉科技,20211008,20211103,1400,974,5.8,16.5,57.82,0.812,0.52
836892.BJ,889936,广咨国际,20211008,20211028,636,452,14.0,17.92,26.84,0.891,1.01
831305.BJ,889986,海希通讯,20211008,20211105,1633,1136,21.88,17.64,67.45,3.573,0.81
872925.BJ,889999,锦好医疗,20211008,20211025,1250,870,16.8,21.07,51.63,2.1,0.69
301079.SZ,301079,邵阳液压,20210930,20211019,2097,912,11.92,19.27,0.5,2.5,0.01
001219.SZ,001219,青岛食品,20210930,20211021,2220,1998,17.2,22.99,0.85,3.818,0.02
301086.SZ,301086,鸿富瀚,20210930,20211020,1500,1500,96.66,47.19,1.5,14.499,0.01
688722.SH,787722,同益中,20210929,20211019,5617,1797,4.51,26.02,1.3,2.533,0.03
688272.SH,787272,*ST富吉,20210929,20211018,1900,646,22.56,20.18,0.45,4.286,0.03
301085.SZ,301085,亚康股份,20210929,20211018,2000,2000,21.44,17.47,2.0,4.288,0.01
301078.SZ,301078,孩子王,20210928,20211014,10891,3155,5.77,20.23,1.55,6.284,0.02
688772.SH,787772,珠海冠宇,20210928,20211015,15571,3270,14.43,20.56,2.15,22.469,0.03
301080.SZ,301080,百普赛斯,20210928,20211018,2000,2000,112.5,77.1,2.0,22.5,0.01
605567.SH,707567,春雪食品,20210924,20211013,5000,4500,11.8,22.99,2.0,5.9,0.03
001218.SZ,001218,丽臣实业,20210924,20211015,2250,2025,45.51,21.31,0.9,10.24,0.02
301077.SZ,301077,星华新材,20210917,20210930,1500,1500,61.46,42.0,1.5,9.219,0.01
301076.SZ,301076,新瀚新材,20210917,20211011,2000,2000,31.0,36.47,2.0,6.2,0.01
301072.SZ,301072,中捷精工,20210916,20210929,2626,1274,7.46,15.44,0.7,1.959,0.01
001217.SZ,001217,华尔泰,20210916,20210929,8297,7467,10.46,22.98,3.3,8.679,0.03
301073.SZ,301073,君亭酒店,20210916,20210930,2014,953,12.24,32.47,0.55,2.465,0.01
301075.SZ,301075,多瑞医药,20210915,20210929,2000,2000,27.27,37.53,2.0,5.454,0.01
301068.SZ,301068,大地海洋,20210914,20210928,2100,914,13.98,18.46,0.5,2.936,0.01
301069.SZ,301069,凯盛新材,20210914,20210927,6000,2340,5.17,13.78,1.1,3.102,0.02
301066.SZ,301066,万事利,20210909,20210922,3363,1463,5.24,11.16,0.85,1.762,0.01
301071.SZ,301071,力量钻石,20210909,20210924,1509,1509,20.62,18.54,1.5,3.112,0.01
301070.SZ,301070,开勒股份,20210909,20210923,1618,1618,27.55,33.75,1.6,4.458,0.01
605598.SH,707598,上海港湾,20210908,20210917,4319,3888,13.87,22.98,1.7,5.991,0.03
301063.SZ,301063,海锅股份,20210907,20210924,2106,1021,17.4,14.88,0.6,3.664,0.01
688697.SH,787697,纽威数控,20210907,20210917,8167,2777,7.55,26.09,2.05,6.166,0.03
300854.SZ,300854,中兰环保,20210906,20210916,2480,1203,9.96,11.32,0.7,2.47,0.01
688701.SH,787701,卓锦股份,20210906,20210916,3357,1141,7.48,24.96,0.85,2.511,0.02
301067.SZ,301067,显盈科技,20210906,20210922,1351,1351,47.58,39.6,1.35,6.428,0.01
301062.SZ,301062,上海艾录,20210903,20210914,4850,1700,3.31,12.33,0.8,1.605,0.02
301060.SZ,301060,兰卫医学,20210902,20210913,4806,1682,4.17,15.82,0.8,2.004,0.02
600955.SH,730955,维远股份,20210902,20210915,13750,12375,29.56,22.99,4.1,40.645,0.05
605033.SH,707033,美邦股份,20210902,20210916,3380,3042,12.69,22.99,1.3,4.289,0.02
688707.SH,787707,振华新材,20210902,20210914,11073,2325,11.75,0.0,1.55,13.011,0.03
301065.SZ,301065,本立科技,20210902,20210914,1768,1768,42.5,33.54,1.75,7.514,0.01
688622.SH,787622,禾信仪器,20210901,20210913,1750,595,17.7,23.95,0.4,3.098,0.03
301059.SZ,301059,金三江,20210901,20210913,3043,1476,8.09,16.91,0.85,2.462,0.02
688103.SH,787103,国力股份,20210831,20210910,2389,812,12.04,24.74,0.6,2.876,0.02
688091.SH,787091,上海谊众,20210830,20210909,2645,762,38.1,0.0,0.5,10.077,0.03
688767.SH,787767,博拓生物,20210830,20210908,2667,912,34.55,8.58,0.65,9.213,0.02
301058.SZ,301058,中粮科工,20210830,20210909,10196,3976,3.55,14.88,1.9,3.62,0.02
301061.SZ,301061,匠心家居,20210830,20210913,2000,2000,72.69,29.4,2.0,14.538,0.01
001213.SZ,001213,中铁特货,20210827,20210908,44444,40000,3.96,50.69,13.3,17.6,0.1
301057.SZ,301057,汇隆新材,20210827,20210909,2730,1324,8.03,14.58,0.75,2.192,0.01
605599.SH,707599,菜百股份,20210826,20210909,7778,7000,10.0,22.87,2.3,7.778,0.04
688121.SH,787121,卓然股份,20210826,20210906,5067,1726,18.16,17.52,1.25,9.201,0.03
688187.SH,787187,时代电气,20210826,20210907,24076,5056,31.38,23.73,3.35,75.551,0.04
001215.SZ,001215,千味央厨,20210826,20210906,2128,1915,15.71,22.99,0.85,3.343,0.02
301056.SZ,301056,森赫股份,20210825,20210907,6670,3235,3.93,17.64,1.9,2.621,0.02
301055.SZ,301055,张小泉,20210824,20210906,3900,1697,6.9,14.98,0.95,2.691,0.02
301053.SZ,301053,远信工业,20210823,20210901,2044,889,11.87,15.84,0.5,2.426,0.01
688711.SH,787711,宏微科技,20210823,20210901,2462,840,27.51,118.05,0.6,6.774,0.02
688776.SH,787776,国光电气,20210820,20210831,1935,660,51.44,43.24,0.45,9.956,0.03
301052.SZ,301052,果麦文化,20210819,20210830,1801,873,8.11,15.3,0.5,1.461,0.01
836077.BJ,889977,吉林碳谷,20210819,20210831,2500,1739,6.5,15.56,103.26,1.625,0.6
688786.SH,787786,悦安新材,20210816,20210826,2136,726,11.76,24.94,0.5,2.512,0.03
301050.SZ,301050,雷电微力,20210813,20210824,2420,969,60.64,50.33,0.55,14.675,0.01
301049.SZ,301049,超越科技,20210813,20210824,2356,1143,19.34,13.8,0.65,4.557,0.01
001212.SZ,001212,中旗新材,20210812,20210823,2267,2040,31.67,22.99,0.9,7.18,0.02
605577.SH,707577,龙版传媒,20210812,20210824,4444,4000,5.99,26.07,1.3,2.662,0.03
301051.SZ,301051,信濠光电,20210811,20210827,2000,2000,98.8,38.98,2.0,19.76,0.01
688766.SH,787766,普冉股份,20210810,20210823,906,312,148.9,67.14,0.2,13.486,0.03
605580.SH,707580,恒盛能源,20210809,20210819,5000,4500,8.38,16.37,2.0,4.19,0.03
301048.SZ,301048,金鹰重工,20210809,20210818,13333,3733,4.13,12.74,1.85,5.507,0.02
688728.SH,787728,格科微,20210809,20210818,24989,5248,14.38,46.92,3.45,35.934,0.04
601728.SH,780728,中国电信,20210809,20210820,1057477,380402,4.53,20.18,311.8,479.037,0.96
835305.BJ,889188,云创数据,20210809,20210826,1740,1462,20.0,39.88,86.11,3.48,4.79
688733.SH,787733,壹石通,20210806,20210817,4554,1565,15.49,91.93,1.15,7.054,0.03
301046.SZ,301046,能辉科技,20210806,20210817,3737,1812,8.34,14.61,1.05,3.117,0.02
605069.SH,707069,正和生态,20210805,20210816,4071,3664,15.13,22.24,1.6,6.16,0.03
835174.BJ,889360,五新隧装,20210805,20210820,1371,960,7.18,9.73,57.0,0.984,0.65
601825.SH,780825,沪农商行,20210804,20210819,96444,86800,8.9,10.65,28.9,85.836,0.21
301045.SZ,301045,天禄科技,20210804,20210813,2579,1251,15.81,15.64,0.7,4.077,0.01
688798.SH,787798,艾为电子,20210804,20210816,4180,1338,76.58,141.71,1.0,32.01,0.02
831039.BJ,889628,国义招标,20210804,20210818,1380,408,4.41,10.23,24.3,0.609,0.33
688787.SH,787787,海天瑞声,20210803,20210813,1070,364,36.94,21.65,0.25,3.953,0.02
301047.SZ,301047,义翘神州,20210803,20210816,1700,1700,292.92,17.76,1.7,49.796,0.01
300844.SZ,300844,山水比德,20210803,20210813,1010,1010,80.23,32.63,1.0,8.103,0.01
300814.SZ,300814,中富电路,20210802,20210812,4396,2132,8.4,15.87,1.25,3.693,0.02
871642.BJ,889366,通易航天,20210802,20210816,740,515,8.5,17.6,30.56,0.629,0.37
688779.SH,787779,长远锂科,20210730,20210811,48230,10591,5.65,136.31,6.9,27.25,0.05
605588.SH,707588,冠石科技,20210730,20210812,1828,1828,27.42,22.99,1.8,5.011,0.01
832566.BJ,889566,梓橦宫,20210730,20210813,1652,1322,13.5,18.7,78.47,2.23,1.64
301041.SZ,301041,金百泽,20210729,20210811,2668,1294,7.31,15.32,0.75,1.95,0.01
300994.SZ,300994,久祺股份,20210729,20210812,4856,2355,11.9,16.44,1.35,5.779,0.02
605589.SH,707589,圣泉集团,20210729,20210810,8106,7295,24.01,22.99,2.4,19.463,0.04
688148.SH,787148,芳源股份,20210728,20210806,8000,2280,4.58,42.23,1.5,3.664,0.03
688778.SH,787778,厦钨新能,20210727,20210805,6289,2145,24.5,25.27,1.6,15.409,0.03
301043.SZ,301043,绿岛风,20210727,20210811,1700,1700,26.75,29.0,1.7,4.548,0.01
300964.SZ,300964,本川智能,20210727,20210805,1932,1932,32.12,36.88,1.9,6.207,0.01
301042.SZ,301042,安联锐视,20210726,20210805,1720,1720,41.91,39.0,1.7,7.209,0.01
001211.SZ,001211,双枪科技,20210726,20210805,1800,1800,26.4,22.99,1.8,4.752,0.01
688385.SH,787385,复旦微电,20210723,20210804,12000,2520,6.23,127.14,1.65,7.476,0.03
605507.SH,707507,国邦医药,20210722,20210802,8382,7544,32.57,22.99,2.5,27.301,0.04
300774.SZ,300774,倍杰特,20210722,20210804,4088,1594,4.57,13.65,0.75,1.868,0.02
301040.SZ,301040,中环海陆,20210722,20210803,2500,1213,13.57,10.53,0.7,3.393,0.01
688670.SH,787670,金迪克,20210721,20210802,2200,757,55.18,30.0,0.55,12.14,0.03
871553.BJ,889818,凯腾精工,20210721,20210806,1299,904,3.6,16.38,53.65,0.468,0.37
688509.SH,787509,正元地信,20210720,20210730,17000,4845,1.97,27.86,3.2,3.349,0.04
688511.SH,787511,天微电子,20210720,20210730,2000,680,28.09,20.59,0.5,5.618,0.02
301038.SZ,301038,深水规院,20210720,20210804,3300,1436,6.68,9.7,0.8,2.204,0.02
301035.SZ,301035,润丰股份,20210719,20210728,6905,3349,22.04,13.89,1.95,15.219,0.02
301036.SZ,301036,双乐股份,20210719,20210729,2500,1213,23.38,15.36,0.7,5.845,0.01
301037.SZ,301037,保立佳,20210719,20210730,2253,1092,14.82,15.33,0.6,3.338,0.01
688071.SH,787071,华依科技,20210719,20210729,1821,619,13.73,24.98,0.45,2.5,0.02
430090.BJ,889068,同辉信息,20210719,20210809,2500,2000,2.98,17.63,118.75,0.745,0.44
001210.SZ,001210,金房能源,20210716,20210729,2269,2042,28.01,22.99,0.9,6.355,0.02
688718.SH,787718,唯赛勃,20210716,20210728,4344,1477,5.85,24.63,1.1,2.541,0.03
301024.SZ,301024,霍普股份,20210716,20210728,1060,1060,48.52,29.98,1.05,5.143,0.01
688296.SH,787296,和达科技,20210715,20210727,2685,1020,12.46,18.63,0.75,3.345,0.03
605167.SH,707167,利柏特,20210714,20210726,11227,10104,4.84,22.97,3.3,5.434,0.05
688768.SH,787768,容知日新,20210714,20210726,1372,467,18.23,19.92,0.3,2.501,0.03
301030.SZ,301030,仕净科技,20210713,20210722,3333,1450,6.1,13.82,0.85,2.033,0.01
301033.SZ,301033,迈普医学,20210713,20210726,1652,718,15.14,44.99,0.4,2.5,0.01
688303.SH,787303,大全能源,20210713,20210722,30000,6300,21.49,39.71,4.2,64.47,0.04
301032.SZ,301032,新柴股份,20210713,20210722,6028,2924,4.97,14.77,1.7,2.996,0.02
601921.SH,780921,浙版传媒,20210712,20210723,22222,20000,10.28,22.98,6.6,22.844,0.07
301029.SZ,301029,怡合达,20210712,20210723,4001,1400,14.14,21.75,0.65,5.657,0.02
688800.SH,787800,瑞可达,20210712,20210722,2700,918,15.02,24.49,0.65,4.055,0.03
605056.SH,707056,咸亨国际,20210709,20210720,4001,3601,13.65,22.99,1.2,5.461,0.03
001209.SZ,001209,洪兴股份,20210708,20210723,2349,2114,29.88,21.7,0.9,7.018,0.02
605365.SH,707365,立达信,20210708,20210720,5000,4500,16.97,22.99,1.5,8.485,0.03
301028.SZ,301028,东亚机械,20210708,20210720,9500,4608,5.31,15.77,2.7,5.045,0.02
688501.SH,787501,青达环保,20210707,20210716,2367,899,10.57,24.21,0.65,2.502,0.03
301026.SZ,301026,浩通科技,20210706,20210716,2833,1233,18.03,16.95,0.7,5.109,0.02
301027.SZ,301027,华蓝集团,20210706,20210715,3680,1785,11.45,15.11,1.0,4.214,0.02
301031.SZ,301031,中熔电气,20210706,20210715,1657,1657,26.78,37.95,1.65,4.437,0.01
839946.BJ,889928,华阳变速,20210706,20210720,3399,2366,4.2,11.01,140.48,1.428,0.92
688793.SH,787793,倍轻松,20210705,20210715,1541,524,27.4,26.92,0.35,4.222,0.03
301025.SZ,301025,读客文化,20210702,20210719,4001,1560,1.55,13.06,0.75,0.62,0.02
688038.SH,787038,中科通达,20210701,20210713,2909,989,8.6,22.77,0.7,2.502,0.03
688799.SH,787799,华纳药厂,20210701,20210713,2350,799,30.82,22.74,0.55,7.243,0.03
605028.SH,707028,世茂能源,20210630,20210712,4000,3600,14.18,20.46,1.6,5.672,0.02
688305.SH,787305,科德数控,20210630,20210709,2268,771,11.03,48.77,0.55,2.502,0.03
605020.SH,707020,永和股份,20210630,20210709,6667,6000,6.93,22.99,2.6,4.62,0.03
688789.SH,787789,宏华数科,20210629,20210708,1900,646,30.28,14.48,0.45,5.753,0.03
301039.SZ,301039,中集车辆,20210629,20210708,25260,7209,6.96,16.52,3.5,17.581,0.03
688087.SH,787087,英科再生,20210628,20210709,3326,1131,21.96,23.33,0.8,7.303,0.03
605162.SH,707162,新中港,20210625,20210707,8009,7208,6.07,16.18,2.4,4.861,0.04
301023.SZ,301023,江南奕帆,20210625,20210707,933,933,58.31,35.18,0.9,5.442,0.01
301018.SZ,301018,申菱环境,20210624,20210707,6001,2610,8.29,18.23,1.5,4.975,0.02
301020.SZ,301020,密封科技,20210624,20210706,3660,1775,10.64,16.7,1.0,3.894,0.02
301021.SZ,301021,英诺激光,20210624,20210706,3800,1649,9.46,26.48,0.95,3.595,0.02
605287.SH,707287,德才股份,20210624,20210706,2500,2250,31.56,18.45,1.0,7.89,0.02
688226.SH,787226,威腾电气,20210624,20210707,3900,1326,6.42,23.33,0.95,2.504,0.03
688239.SH,787239,航宇科技,20210623,20210705,3500,1183,11.48,22.86,0.85,4.018,0.03
301017.SZ,301017,漱玉平民,20210621,20210705,4054,1419,8.86,15.6,0.65,3.592,0.02
301016.SZ,301016,雷尔伟,20210621,20210630,3000,1455,13.75,15.06,0.85,4.125,0.02
688161.SH,787161,威高骨科,20210621,20210630,4141,1338,36.22,26.88,1.0,15.0,0.03
688499.SH,787499,利元亨,20210621,20210701,2200,749,38.85,27.44,0.55,8.547,0.02
832885.BJ,889885,星辰科技,20210621,20210708,2100,1462,8.0,20.43,86.75,1.68,0.7
605011.SH,707011,杭州热电,20210618,20210630,4010,3609,6.17,12.65,1.2,2.474,0.03
603171.SH,732171,税友股份,20210618,20210630,4059,3653,13.33,19.8,1.2,5.411,0.03
301015.SZ,301015,百洋医药,20210618,20210630,5260,1841,7.64,15.25,0.85,4.019,0.02
301022.SZ,301022,海泰科,20210618,20210702,1600,1600,32.29,34.82,1.6,5.166,0.01
301013.SZ,301013,利和兴,20210617,20210629,3896,1695,8.72,17.15,0.95,3.397,0.02
688367.SH,787367,工大高科,20210617,20210628,2169,824,11.53,26.21,0.6,2.501,0.03
301019.SZ,301019,宁波色母,20210617,20210628,2000,2000,28.94,23.7,2.0,5.788,0.01
834765.BJ,889765,美之高,20210617,20210705,1391,507,8.7,14.89,32.97,1.21,2.52
301004.SZ,301004,嘉益股份,20210616,20210625,2500,1213,7.81,14.98,0.7,1.952,0.02
688601.SH,787601,力芯微,20210616,20210628,1600,544,36.48,44.31,0.4,5.837,0.03
688276.SH,787276,百克生物,20210615,20210625,4128,991,36.35,37.34,0.65,15.007,0.03
831768.BJ,889858,拾比佰,20210615,20210628,4000,2957,7.0,16.44,173.91,2.8,3.86
688690.SH,787690,纳微科技,20210611,20210623,4400,1122,8.07,51.04,0.7,3.551,0.03
601528.SH,780528,瑞丰银行,20210610,20210625,15094,13584,8.12,11.12,4.5,12.256,0.06
301012.SZ,301012,扬电科技,20210610,20210622,2100,1019,8.05,14.6,0.55,1.69,0.02
688216.SH,787216,气派科技,20210610,20210623,2657,903,14.82,21.11,0.65,3.938,0.03
001208.SZ,001208,华菱线缆,20210610,20210624,13361,12025,3.67,22.98,4.0,4.903,0.05
001207.SZ,001207,联科科技,20210609,20210623,4550,4095,14.27,22.99,1.8,6.493,0.02
688425.SH,787425,铁建重工,20210609,20210622,147796,26989,2.87,10.93,37.25,42.417,0.15
688621.SH,787621,阳光诺和,20210609,20210621,2000,680,26.89,29.72,0.5,5.378,0.03
688517.SH,787517,金冠电气,20210608,20210618,3403,1293,7.71,15.28,0.95,2.624,0.03
300984.SZ,300984,金沃股份,20210608,20210618,1200,1200,30.97,29.28,1.2,3.716,0.01
601665.SH,780665,齐鲁银行,20210607,20210618,45808,41228,5.36,10.28,13.7,24.553,0.12
301011.SZ,301011,华立科技,20210607,20210617,2170,944,14.2,24.37,0.55,3.081,0.01
688597.SH,787597,煜邦电力,20210607,20210617,4412,1500,5.88,17.46,1.1,2.594,0.03
301010.SZ,301010,晶雪节能,20210607,20210618,2700,1310,7.83,15.23,0.75,2.114,0.02
301009.SZ,301009,可靠股份,20210604,20210617,6797,2957,12.54,16.92,1.7,8.523,0.02
688700.SH,787700,东威科技,20210603,20210615,3680,1398,9.41,17.55,1.0,3.463,0.03
603529.SH,732529,爱玛科技,20210603,20210615,6500,5850,27.86,21.9,1.9,18.109,0.04
688067.SH,787067,爱威科技,20210603,20210616,1700,578,14.71,37.89,0.4,2.501,0.03
301007.SZ,301007,德迈仕,20210602,20210616,3834,1859,5.29,17.3,1.05,2.028,0.02
688681.SH,787681,科汇股份,20210602,20210616,2617,888,9.56,18.91,0.65,2.502,0.03
688345.SH,787345,博力威,20210601,20210611,2500,850,25.91,22.15,0.6,6.478,0.03
600905.SH,730905,三峡能源,20210531,20210610,857100,625451,2.65,28.87,257.1,227.131,1.28
605259.SH,707259,绿田机械,20210531,20210615,2200,1980,27.1,22.99,0.8,5.962,0.02
688269.SH,787269,凯立新材,20210528,20210609,2336,888,18.94,18.01,0.65,4.424,0.03
688131.SH,787131,皓元医药,20210528,20210608,1860,634,64.99,40.73,0.45,12.088,0.03
301008.SZ,301008,宏昌科技,20210528,20210611,1667,1667,37.6,35.2,1.65,6.267,0.01
301006.SZ,301006,迈拓股份,20210527,20210607,3482,1689,14.42,12.61,0.95,5.021,0.02
688625.SH,787625,呈和科技,20210527,20210607,3333,1133,16.48,19.95,0.85,5.493,0.03
688319.SH,787319,欧林生物,20210527,20210608,4053,1034,9.88,146.45,0.65,4.004,0.03
601156.SH,780156,东航物流,20210526,20210609,15876,14288,15.77,10.93,4.7,25.036,0.06
605319.SH,707319,无锡振华,20210526,20210607,5000,4500,11.22,22.98,2.0,5.61,0.03
301002.SZ,301002,崧盛股份,20210525,20210607,2363,1146,18.71,18.12,0.65,4.421,0.02
688117.SH,787117,圣诺生物,20210524,20210603,2000,760,17.9,27.7,0.55,3.58,0.03
300997.SZ,300997,欢乐家,20210524,20210602,9000,3510,4.94,12.76,1.7,4.446,0.02
300996.SZ,300996,普联软件,20210524,20210603,2210,1072,20.81,23.16,0.6,4.599,0.02
837212.BJ,889212,智新电子,20210524,20210608,2000,1392,6.39,17.51,82.6,1.278,1.9
300998.SZ,300998,宁波方正,20210521,20210602,2660,1157,6.02,16.94,0.65,1.601,0.02
301005.SZ,301005,超捷股份,20210521,20210601,1428,1428,36.45,26.64,1.4,5.206,0.01
833523.BJ,889128,德瑞锂电,20210521,20210603,1800,1252,9.67,18.67,74.34,1.741,1.27
301003.SZ,301003,江苏博云,20210520,20210601,1457,1457,55.88,32.01,1.45,8.14,0.01
605296.SH,707296,神农集团,20210519,20210528,4003,3603,56.08,19.76,1.2,22.449,0.03
605189.SH,707189,富春染织,20210519,20210528,3120,2808,19.95,22.99,1.2,6.224,0.02
301000.SZ,301000,肇民科技,20210519,20210528,1333,1333,64.31,35.0,1.3,8.575,0.01
301001.SZ,301001,凯淳股份,20210519,20210528,2000,2000,25.54,26.19,2.0,5.108,0.01
688538.SH,787538,和辉光电,20210518,20210528,308366,56310,2.65,0.0,77.75,81.717,0.3
603836.SH,732836,海程邦达,20210517,20210526,5131,4618,16.84,22.99,2.0,8.641,0.03
605499.SH,707499,东鹏饮料,20210517,20210527,4001,3601,46.27,22.99,1.2,18.513,0.03
603511.SH,732511,爱慕股份,20210514,20210531,4001,3601,20.99,21.98,1.2,8.398,0.03
300614.SZ,300614,百川畅银,20210514,20210525,4011,1945,9.19,11.07,1.1,3.686,0.02
300993.SZ,300993,玉马遮阳,20210513,20210524,3292,1597,12.1,16.45,0.9,3.983,0.02
300992.SZ,300992,泰福泵业,20210513,20210525,2270,1101,9.36,13.12,0.6,2.125,0.02
300995.SZ,300995,奇德新材,20210513,20210526,2104,1020,14.72,17.52,0.55,3.097,0.02
605090.SH,707090,九丰能源,20210513,20210525,8297,7467,34.57,20.0,2.4,28.683,0.05
831726.BJ,889966,朱老六,20210513,20210527,2345,1878,9.0,19.21,111.5,2.111,5.6
688359.SH,787359,三孚新科,20210512,20210521,2305,876,11.03,22.3,0.65,2.542,0.03
688613.SH,787613,奥精医疗,20210511,20210521,3333,1136,16.43,26.6,0.85,5.477,0.03
300991.SZ,300991,创益通,20210510,20210520,2250,1091,13.06,16.78,0.6,2.938,0.02
688076.SH,787076,诺泰生物,20210510,20210520,5330,1813,15.57,35.13,1.35,8.298,0.03
600032.SH,730032,浙江新能,20210510,20210525,20800,18720,3.51,30.03,6.2,7.301,0.08
688314.SH,787314,康拓医疗,20210507,20210518,1451,493,17.34,22.17,0.35,2.516,0.03
688660.SH,787660,电气风电,20210507,20210519,53333,11307,5.44,23.99,7.45,29.013,0.06
001206.SZ,001206,依依股份,20210506,20210518,2358,2123,44.6,22.99,0.9,10.518,0.02
605339.SH,707339,南侨食品,20210506,20210518,6353,5718,16.98,22.99,1.9,10.787,0.04
688575.SH,787575,亚辉龙,20210506,20210517,4100,1046,14.8,31.96,0.65,6.068,0.03
688217.SH,787217,睿昂基因,20210430,20210517,1390,473,18.42,29.89,0.35,2.56,0.03
688565.SH,787565,力源科技,20210429,20210513,2675,1017,9.39,19.48,0.75,2.512,0.03
605488.SH,707488,福莱新材,20210429,20210513,3000,2700,20.43,22.99,1.2,6.129,0.02
688685.SH,787685,迈信林,20210428,20210513,2797,951,9.02,22.83,0.7,2.523,0.03
