ts_code,sub_code,name,ipo_date,issue_date,amount,market_amount,price,pe,limit_amount,funds,ballot
920161.BJ,920161,龙辰科技,20260518,,3400,3060,9.21,14.98,152.99,3.131,0.0
688635.SH,787635,长进光子,20260518,,2342,562,40.98,44.22,0.55,9.596,0.0
603435.SH,732435,嘉德利,20260513,,4600,2576,15.76,29.63,1.1,7.25,0.02
920220.BJ,920220,朗信电气,20260513,,1324,1192,28.29,14.99,59.58,3.746,0.0
001237.SZ,001237,惠康科技,20260513,,3709,2967,53.26,21.04,1.45,19.753,0.02
001365.SZ,001365,天海电子,20260507,20260518,7900,4424,27.19,23.4,1.85,21.48,0.02
001393.SZ,001393,维通利,20260506,20260515,6233,4089,30.38,25.36,2.0,18.937,0.02
920096.BJ,920096,嘉晨智能,20260506,20260518,1800,1620,14.43,14.99,81.0,2.597,0.03
920178.BJ,920178,锐翔智能,20260427,20260515,1375,1237,29.47,14.99,61.85,4.051,0.04
603407.SH,732407,长裕集团,20260427,20260511,4100,2588,13.86,23.0,1.1,5.683,0.02
301531.SZ,301531,春光集团,20260424,20260511,5493,2390,13.3,26.02,1.4,7.306,0.02
920200.BJ,920200,振宏股份,20260422,20260507,2291,2062,20.58,14.99,103.09,4.715,0.04
920186.BJ,920186,中科仪,20260420,20260429,5200,2340,16.21,35.23,93.6,8.429,0.04
301599.SZ,301599,理奇智能,20260420,20260430,6474,2266,13.91,22.7,1.1,9.005,0.02
920156.BJ,920156,海昌智能,20260415,20260427,2412,2171,20.93,14.98,108.54,5.048,0.04
688808.SH,787808,联讯仪器,20260414,20260424,2567,821,81.88,63.64,0.6,21.016,0.02
920125.BJ,920125,鸿仕达,20260413,20260424,1350,1215,16.57,14.99,60.75,2.237,0.02
001312.SZ,001312,福恩股份,20260410,20260421,5833,4667,18.38,16.83,2.3,10.722,0.02
920191.BJ,920191,瑞尔竞达,20260409,20260420,4435,3992,7.71,14.99,199.57,3.419,0.03
688820.SH,787820,盛合晶微,20260409,20260421,25547,5437,19.68,195.62,3.55,50.276,0.04
301513.SZ,301513,尚水智能,20260408,20260417,2500,1025,26.66,18.02,0.6,6.665,0.01
920177.BJ,920177,恒道科技,20260407,20260416,1308,1177,21.8,14.99,58.86,2.851,0.03
603293.SH,732293,埃泰克,20260407,20260416,4477,2865,33.49,29.71,1.4,14.994,0.02
301666.SZ,301666,大普微,20260403,20260416,4362,1396,46.08,0.0,0.65,20.101,0.02
920012.BJ,920012,创达新材,20260401,20260413,1233,1110,19.58,14.99,55.48,2.414,0.03
920181.BJ,920181,赛英电子,20260330,20260410,1080,972,28.0,13.79,48.6,3.024,0.04
688811.SH,787811,有研复材,20260330,20260410,13044,2818,6.41,58.09,1.8,8.361,0.03
603459.SH,732459,红板科技,20260327,20260408,10000,5375,17.7,25.6,2.1,17.7,0.04
301696.SZ,301696,三瑞智能,20260327,20260410,4001,1280,24.68,30.8,0.6,9.874,0.02
920011.BJ,920011,晨光电机,20260325,20260408,2067,1860,15.5,14.96,93.0,3.203,0.03
920055.BJ,920055,隆源股份,20260323,20260331,1700,1530,24.7,14.99,76.5,4.199,0.04
301683.SZ,301683,慧谷新材,20260320,20260401,1578,704,78.38,34.91,0.4,12.368,0.02
688813.SH,787813,泰金新能,20260320,20260331,4000,1280,26.28,22.94,0.95,10.512,0.02
001257.SZ,001257,盛龙股份,20260320,20260331,21500,10535,7.82,19.11,4.5,16.813,0.04
920069.BJ,920069,普昂医疗,20260318,20260327,1058,952,18.38,14.53,47.62,1.945,0.03
920188.BJ,920188,悦龙科技,20260316,20260330,2199,1979,14.04,14.99,98.96,3.088,0.03
688781.SH,787781,视涯科技,20260316,20260325,10000,2139,22.68,0.0,1.4,22.68,0.04
301682.SZ,301682,宏明电子,20260316,20260325,3039,1474,69.66,33.61,0.85,21.168,0.02
920028.BJ,920028,新恒泰,20260311,20260320,4109,3698,9.4,14.99,184.9,3.862,0.04
920078.BJ,920078,族兴新材,20260309,20260318,2300,2070,6.98,14.99,103.5,1.605,0.02
920036.BJ,920036,觅睿科技,20260226,20260309,1361,1224,21.52,14.99,61.22,2.928,0.03
301680.SZ,301680,固德电材,20260225,20260306,2070,851,58.0,27.76,0.45,12.006,0.02
920183.BJ,920183,海菲曼,20260224,20260304,1053,947,19.71,14.99,47.37,2.075,0.03
920187.BJ,920187,通领科技,20260211,20260305,1560,1404,29.62,14.47,70.2,4.621,0.05
920168.BJ,920168,通宝光电,20260209,20260226,1879,1691,16.17,14.99,84.57,3.039,0.03
920166.BJ,920166,海圣医疗,20260204,20260212,1129,1016,12.64,13.99,50.82,1.428,0.02
688816.SH,787816,易思维,20260202,20260211,2500,805,55.95,90.39,0.6,13.988,0.02
920180.BJ,920180,爱得科技,20260202,20260210,2953,2658,7.67,14.98,132.88,2.265,0.02
688818.SH,787818,电科蓝天,20260130,20260210,17370,4199,9.47,56.79,2.75,16.449,0.03
603284.SH,732284,林平发展,20260130,20260210,1885,1508,37.88,17.17,0.75,7.142,0.02
688712.SH,787712,北芯生命,20260126,20260205,5700,1368,17.52,0.0,0.9,9.986,0.03
001220.SZ,001220,世盟股份,20260123,20260203,2307,1846,28.0,15.29,0.9,6.46,0.02
920119.BJ,920119,美德乐,20260121,20260130,1600,1440,41.88,14.99,72.0,6.701,0.06
920159.BJ,920159,农大科技,20260119,20260128,1600,1440,25.0,13.4,72.0,4.0,0.04
601112.SH,780112,振石股份,20260119,20260129,26106,12792,11.18,32.59,5.45,29.186,0.05
688785.SH,787785,恒运昌,20260116,20260128,1693,542,92.18,48.39,0.4,15.607,0.02
920076.BJ,920076,国亮新材,20260114,20260122,1804,1624,10.76,14.97,81.2,1.942,0.02
920050.BJ,920050,爱舍伦,20260112,20260121,1692,1523,15.98,14.99,76.13,2.704,0.03
920086.BJ,920086,科马材料,20260106,20260116,2092,1883,11.66,14.2,94.14,2.439,0.03
603352.SH,732352,至信股份,20260106,20260115,5667,3627,21.88,26.85,1.8,12.399,0.02
920045.BJ,920045,蘅东光,20251223,20251231,1025,923,31.59,14.99,46.12,3.238,0.03
301687.SZ,301687,新广益,20251222,20251231,3672,1504,21.93,28.59,0.85,8.052,0.02
603402.SH,732402,陕西旅游,20251222,20260106,1933,1933,80.44,12.37,1.9,15.552,0.01
688809.SH,787809,强一股份,20251219,20251230,3239,1037,85.09,48.55,0.75,27.561,0.02
001369.SZ,001369,双欣材料,20251219,20251230,28700,14325,6.85,16.19,6.0,19.66,0.04
001396.SZ,001396,誉帆科技,20251219,20251230,2673,1764,22.29,19.77,0.85,5.958,0.02
920121.BJ,920121,江天科技,20251216,20251225,1321,1189,21.21,14.5,59.46,2.803,0.03
688805.SH,787805,健信超导,20251215,20251224,4192,1341,18.58,61.97,1.0,7.789,0.02
603248.SH,732248,锡华科技,20251212,20251223,10000,4960,10.1,33.12,2.1,10.1,0.03
301449.SZ,301449,天溯计量,20251212,20251223,1630,709,36.8,21.78,0.4,6.0,0.01
001325.SZ,001325,元创股份,20251209,20251218,1960,1960,24.75,12.93,1.95,4.851,0.01
301667.SZ,301667,纳百川,20251208,20251223,2792,1145,22.63,28.7,0.65,6.318,0.01
688807.SH,787807,优迅股份,20251208,20251219,2000,640,51.66,60.27,0.45,10.332,0.02
688802.SH,787802,沐曦股份,20251205,20251217,4010,967,104.66,0.0,0.6,41.969,0.03
688790.SH,787790,昂瑞微,20251205,20251216,2488,597,83.06,0.0,0.35,20.668,0.03
688796.SH,787796,百奥赛图,20251128,20251210,4750,1146,26.68,519.12,0.75,12.673,0.03
688795.SH,787795,摩尔线程,20251124,20251205,7000,1680,114.28,0.0,1.1,79.996,0.04
001280.SZ,001280,中国铀业,20251121,20251203,24818,12161,17.89,27.06,5.2,44.4,0.04
920035.BJ,920035,精创电气,20251118,20251202,1446,1301,12.1,13.47,65.07,1.75,0.02
001233.SZ,001233,海安集团,20251114,20251125,4649,2996,48.0,13.94,1.45,22.317,0.02
920124.BJ,920124,南特科技,20251111,20251127,3718,3346,8.66,13.6,167.32,3.22,0.03
688727.SH,787727,恒坤新材,20251107,20251118,6740,1619,14.99,71.42,1.05,10.103,0.03
301638.SZ,301638,南网数字,20251107,20251118,47695,9774,5.69,32.22,4.75,27.138,0.04
920091.BJ,920091,大鹏工业,20251105,20251121,1500,1350,9.0,14.52,67.5,1.35,0.02
920160.BJ,920160,北矿检测,20251103,20251118,2832,2549,6.7,14.99,127.44,1.897,0.02
920003.BJ,920003,中诚咨询,20251028,20251107,1400,1260,14.27,9.69,63.0,1.998,0.03
603092.SH,732092,德力佳,20251028,20251107,4000,2343,46.68,34.92,0.95,18.672,0.03
603334.SH,732334,丰倍生物,20251027,20251105,3590,2422,24.49,30.47,1.1,8.792,0.02
603376.SH,732376,大明电子,20251024,20251106,4000,2240,12.55,17.97,0.95,5.02,0.03
920009.BJ,920009,丹娜生物,20251022,20251103,800,720,17.1,11.75,36.0,1.368,0.02
688759.SH,787759,必贝特,20251017,20251028,9000,2160,17.78,0.0,1.4,16.002,0.05
688783.SH,787783,西安奕材,20251016,20251028,53780,8067,8.62,0.0,5.35,46.358,0.07
920020.BJ,920020,泰凯英,20251015,20251028,4425,3983,7.5,11.02,199.12,3.319,0.04
603175.SH,732175,超颖电子,20251015,20251024,5250,3079,17.08,28.64,1.25,8.967,0.03
688765.SH,787765,禾元生物,20251014,20251028,8945,2151,29.06,0.0,1.4,25.995,0.05
001386.SZ,001386,马可波罗,20251013,20251022,11949,7528,13.75,14.27,3.2,16.43,0.03
601026.SH,780026,道生天合,20250929,20251017,13188,7213,5.98,29.05,2.75,7.886,0.04
920158.BJ,920158,长江能科,20250924,20251016,3450,2400,5.33,15.48,142.5,1.839,0.02
920080.BJ,920080,奥美森,20250922,20251010,2300,1600,8.25,12.99,95.0,1.897,0.02
301563.SZ,301563,云汉芯城,20250919,20250930,1628,710,27.0,20.91,0.4,4.395,0.01
001285.SZ,001285,瑞立科密,20250919,20250930,4504,3282,42.28,29.64,1.6,19.045,0.02
920015.BJ,920015,锦华新材,20250916,20250925,3757,2613,18.15,11.95,155.16,6.818,0.07
301584.SZ,301584,建发致新,20250916,20250925,6319,2085,7.05,13.29,1.0,4.455,0.02
301656.SZ,301656,联合动力,20250915,20250925,28857,8113,12.48,32.87,4.0,36.014,0.03
603418.SH,732418,友升股份,20250912,20250923,4827,3199,46.36,22.31,1.5,22.377,0.03
301668.SZ,301668,昊创瑞通,20250911,20250926,2790,1156,21.0,21.02,0.65,5.859,0.02
920022.BJ,920022,世昌股份,20250909,20250919,1806,1256,10.9,10.74,74.57,1.968,0.03
301575.SZ,301575,艾芬达,20250901,20250910,2167,868,27.69,18.81,0.5,6.0,0.02
920100.BJ,920100,三协电机,20250826,20250908,2070,1440,8.83,12.31,85.5,1.828,0.02
603370.SH,732370,华新精科,20250825,20250905,4374,2799,18.6,21.68,1.35,8.135,0.03
920112.BJ,920112,巴兰仕,20250819,20250828,2185,1520,15.78,10.5,90.25,3.448,0.04
920056.BJ,920056,能之光,20250813,20250822,1700,1182,7.21,11.59,70.2,1.225,0.02
920018.BJ,920018,宏远股份,20250811,20250820,3528,2455,9.17,12.8,145.73,3.236,0.04
920101.BJ,920101,志高机械,20250805,20250814,2470,1719,17.41,15.05,102.03,4.301,0.05
301632.SZ,301632,广东建科,20250801,20250812,10466,2930,6.56,26.48,1.45,6.866,0.02
920007.BJ,920007,酉立智能,20250729,20250808,1288,896,23.99,11.75,53.21,3.091,0.04
603406.SH,732406,天富龙,20250728,20250808,4001,2547,23.6,20.93,1.05,9.442,0.03
301491.SZ,301491,汉桑科技,20250725,20250806,3225,1346,28.91,14.9,0.75,9.323,0.02
920005.BJ,920005,鼎佳精密,20250722,20250731,2300,1600,11.16,15.29,95.0,2.567,0.03
001221.SZ,001221,悍高集团,20250721,20250730,4001,2521,15.43,11.86,1.05,6.174,0.02
301609.SZ,301609,山大电力,20250714,20250723,4072,1771,14.66,19.57,1.0,5.97,0.02
603262.SH,732262,技源集团,20250714,20250723,5001,2801,10.88,25.51,1.2,5.441,0.03
600930.SH,730930,华电新能,20250707,20250716,571429,144928,3.18,15.56,149.05,181.714,0.56
301630.SZ,301630,同宇新材,20250701,20250710,1000,1000,84.0,23.94,1.0,8.4,0.01
688729.SH,787729,屹唐股份,20250627,20250708,29556,6288,8.45,51.55,4.1,24.975,0.05
001388.SZ,001388,信通电子,20250620,20250701,3900,2496,16.42,20.39,1.2,6.404,0.02
920037.BJ,920037,广信科技,20250617,20250626,2300,1600,10.0,7.84,95.0,2.3,0.03
301678.SZ,301678,新恒汇,20250611,20250620,5989,2396,12.8,17.76,1.4,7.666,0.02
603400.SH,732400,华之杰,20250610,20250620,2500,1600,19.88,13.05,0.8,4.97,0.02
603382.SH,732382,海阳科技,20250603,20250612,4531,2900,11.5,12.69,1.45,5.211,0.03
688775.SH,787775,影石创新,20250530,20250611,4100,984,47.27,20.04,0.65,19.381,0.04
920027.BJ,920027,交大铁发,20250527,20250610,2195,1527,8.81,13.42,90.67,1.934,0.03
301590.SZ,301590,优优绿能,20250526,20250605,1050,424,89.6,15.37,0.25,9.408,0.02
603049.SH,732049,中策橡胶,20250523,20250605,8745,6121,46.5,12.24,2.6,40.664,0.05
001390.SZ,001390,古麒绒材,20250519,20250529,5000,4000,12.08,14.65,2.0,6.04,0.03
603014.SH,732014,威高血净,20250508,20250519,4114,2685,26.5,24.82,1.1,10.902,0.03
301595.SZ,301595,太力科技,20250508,20250519,2707,1178,17.05,21.55,0.65,4.615,0.02
688755.SH,787755,汉邦科技,20250507,20250516,2200,704,22.77,26.35,0.5,5.009,0.03
301636.SZ,301636,泽润新能,20250428,20250516,1597,774,33.06,17.57,0.45,5.279,0.02
920068.BJ,920068,天工股份,20250428,20250513,6900,4200,3.94,15.19,255.0,2.719,0.04
001400.SZ,001400,江顺科技,20250415,20250424,1500,1500,37.36,15.32,1.5,5.604,0.01
301560.SZ,301560,众捷汽车,20250415,20250425,3040,1216,16.5,21.3,0.7,5.016,0.02
603202.SH,732202,天有为,20250414,20250424,4000,2611,93.5,13.5,1.25,37.4,0.03
301662.SZ,301662,宏工科技,20250408,20250417,2000,813,26.6,7.05,0.45,5.32,0.02
603120.SH,732120,肯特催化,20250407,20250416,2260,1808,15.0,16.76,0.9,3.39,0.03
001335.SZ,001335,信凯科技,20250331,20250415,2343,1875,12.8,11.44,0.9,3.0,0.02
301665.SZ,301665,泰禾股份,20250331,20250411,4500,1485,10.27,13.4,0.7,4.622,0.02
603210.SH,732210,泰鸿万立,20250328,20250409,8510,5739,8.6,18.6,2.7,7.319,0.04
603257.SH,732257,中国瑞林,20250326,20250408,3000,1992,20.52,18.17,0.95,6.156,0.03
301658.SZ,301658,首航新能,20250324,20250402,4124,1617,11.8,15.88,0.75,4.866,0.02
920029.BJ,920029,开发科技,20250318,20250328,3849,2677,30.38,8.46,158.96,11.692,0.17
301616.SZ,301616,浙江华业,20250317,20250327,2000,2000,20.87,25.22,2.0,4.174,0.01
688757.SH,787757,胜科纳米,20250314,20250325,4033,1036,9.08,42.64,0.65,3.662,0.03
301535.SZ,301535,浙江华远,20250314,20250327,6379,2488,4.92,25.91,1.2,3.139,0.02
301629.SZ,301629,矽电股份,20250311,20250324,1043,1043,52.28,26.23,1.0,5.454,0.01
001382.SZ,001382,新亚电缆,20250311,20250321,6200,4340,7.4,18.71,1.85,4.588,0.03
603124.SH,732124,江南新材,20250310,20250320,3644,2335,10.54,12.4,1.15,3.84,0.03
301501.SZ,301501,恒鑫生活,20250307,20250319,2550,1237,39.92,19.24,0.7,10.18,0.02
301479.SZ,301479,弘景光电,20250304,20250318,1589,705,41.9,23.3,0.4,6.657,0.02
603271.SH,732271,永杰新材,20250228,20250311,4920,3149,20.6,16.43,1.55,10.135,0.03
301275.SZ,301275,汉朔科技,20250228,20250311,4224,1352,27.5,16.75,0.65,11.616,0.02
603409.SH,732409,汇通控股,20250221,20250304,3151,2521,24.18,20.72,1.25,7.619,0.03
301173.SZ,301173,毓恬冠佳,20250220,20250303,2196,882,28.33,16.07,0.5,6.221,0.02
301557.SZ,301557,常友科技,20250218,20250304,1108,1108,28.88,15.7,1.1,3.2,0.01
920108.BJ,920108,宏海科技,20250117,20250206,2300,1600,5.57,15.37,95.0,1.281,0.03
688411.SH,787411,海博思创,20250116,20250127,4443,1513,19.38,6.14,1.1,8.611,0.03
001395.SZ,001395,亚联机械,20250116,20250127,2181,1573,19.08,17.08,0.75,4.161,0.02
001356.SZ,001356,富岭股份,20250114,20250123,14733,8766,5.3,14.17,3.75,7.808,0.04
688545.SH,787545,兴福电子,20250113,20250122,10000,2829,11.68,40.46,2.1,11.68,0.04
301602.SZ,301602,超研股份,20250113,20250122,6425,2259,6.7,28.03,1.05,4.305,0.03
688583.SH,787583,思看科技,20250106,20250115,1700,544,33.46,23.0,0.4,5.688,0.03
301601.SZ,301601,惠通科技,20250106,20250115,3512,1528,11.8,18.28,0.85,4.144,0.02
688758.SH,787758,赛分科技,20241230,20250110,4998,1274,4.32,39.09,0.8,2.159,0.03
301458.SZ,301458,钧崴电子,20241230,20250110,6667,2991,10.4,32.82,1.7,6.933,0.02
920116.BJ,920116,星图测控,20241224,20250102,3163,2200,6.92,15.55,130.62,2.188,0.04
301581.SZ,301581,黄山谷捷,20241223,20250103,2000,2000,27.5,15.14,2.0,5.5,0.01
603072.SH,732072,天和磁材,20241220,20250103,6607,5286,12.3,20.13,2.6,8.127,0.04
001391.SZ,001391,国货航,20241219,20241230,151935,46241,2.3,25.99,39.6,34.945,0.17
920082.BJ,920082,方正阀门,20241217,20241226,3830,2664,3.51,8.69,158.17,1.344,0.03
603194.SH,732194,中力股份,20241213,20241224,6100,3522,20.32,10.08,1.45,12.395,0.04
920106.BJ,920106,林泰新材,20241210,20241218,673,468,19.82,18.35,27.78,1.333,0.03
301598.SZ,301598,博科测试,20241209,20241220,1472,1472,38.46,24.0,1.45,5.663,0.01
301585.SZ,301585,蓝宇股份,20241206,20241220,2000,970,23.95,21.95,0.55,4.79,0.02
688605.SH,787605,先锋精科,20241202,20241212,5060,1619,11.29,28.64,1.2,5.712,0.03
301617.SZ,301617,博苑股份,20241129,20241211,2570,1246,27.76,15.86,0.7,7.134,0.02
920098.BJ,920098,科隆新材,20241126,20241205,1725,1200,14.0,14.86,71.25,2.415,0.05
688708.SH,787708,佳驰科技,20241125,20241205,4001,1144,27.08,20.72,0.75,10.835,0.04
301622.SZ,301622,英思特,20241122,20241204,2898,1406,22.36,21.63,0.8,6.481,0.02
688449.SH,787449,联芸科技,20241118,20241129,10000,2100,11.25,166.67,1.4,11.25,0.04
920128.BJ,920128,胜业电气,20241118,20241129,2070,1440,9.12,16.51,85.5,1.888,0.05
603395.SH,732395,红四方,20241115,20241126,5000,3249,7.98,10.62,1.6,3.99,0.03
301631.SZ,301631,壹连科技,20241108,20241122,1633,667,72.99,19.06,0.35,11.919,0.02
688750.SH,787750,金天钛业,20241108,20241120,9250,2498,7.16,24.72,1.65,6.623,0.04
920060.BJ,920060,万源通,20241108,20241119,3565,2480,11.16,15.4,147.25,3.979,0.09
920111.BJ,920111,聚星科技,20241029,20241111,4465,3106,6.25,13.23,184.44,2.791,0.07
301633.SZ,301633,港迪技术,20241025,20241107,1392,1392,37.94,26.71,1.35,5.281,0.01
603205.SH,732205,健尔康,20241025,20241107,3000,2400,14.65,14.59,1.2,4.395,0.03
920066.BJ,920066,科拜尔,20241022,20241031,1244,865,13.31,14.45,51.38,1.656,0.05
301628.SZ,301628,强达电路,20241021,20241031,1884,1884,28.18,24.98,1.85,5.31,0.02
920088.BJ,920088,科力股份,20241018,20241029,2415,1680,7.32,14.79,99.75,1.768,0.06
688726.SH,787726,拉普拉斯,20241018,20241029,4053,1052,17.58,19.87,0.65,7.126,0.04
301613.SZ,301613,新铝时代,20241016,20241025,2397,1163,27.7,14.57,0.65,6.641,0.02
301626.SZ,301626,苏州天脉,20241015,20241024,2892,1258,21.23,16.31,0.7,6.14,0.02
301592.SZ,301592,六九一二,20241011,20241024,1750,1750,29.49,22.66,1.75,5.161,0.02
301556.SZ,301556,托普云农,20241008,20241017,2132,931,14.5,11.73,0.5,3.091,0.02
301522.SZ,301522,上大股份,20240930,20241016,9297,3719,6.88,20.02,2.2,6.396,0.03
001279.SZ,001279,强邦新材,20240925,20241011,4000,2945,9.68,17.54,1.4,3.872,0.04
301618.SZ,301618,长联科技,20240919,20240930,1611,1611,21.12,17.0,1.6,3.402,0.02
920019.BJ,920019,铜冠矿建,20240918,20241011,5827,3547,4.33,15.48,215.33,2.523,0.11
688615.SH,787615,合合信息,20240913,20240926,2500,800,55.18,18.55,0.6,13.795,0.05
301551.SZ,301551,无线传媒,20240913,20240926,4001,1398,9.4,13.95,0.6,3.761,0.04
920099.BJ,920099,瑞华技术,20240910,20240925,1840,1280,19.0,13.54,76.0,3.496,0.5
603091.SH,732091,众鑫股份,20240906,20240920,2556,1636,26.5,11.86,0.8,6.773,0.04
920016.BJ,920016,中草香料,20240903,20240913,1719,1196,7.5,15.37,71.01,1.289,0.07
301600.SZ,301600,慧翰股份,20240902,20240911,1755,1755,39.84,22.57,1.75,6.992,0.02
301607.SZ,301607,富特科技,20240826,20240904,2775,1138,14.0,16.82,0.65,3.886,0.03
001277.SZ,001277,速达股份,20240823,20240903,1900,1900,32.0,15.05,1.9,6.08,0.02
688710.SH,787710,益诺思,20240823,20240903,3524,1128,19.06,15.4,0.8,6.718,0.05
920008.BJ,920008,成电光信,20240820,20240829,1058,736,10.0,15.15,43.7,1.058,0.06
301586.SZ,301586,佳力奇,20240819,20240828,2074,1006,18.09,19.15,0.55,3.753,0.03
603207.SH,732207,小方制药,20240815,20240826,4000,3200,12.47,10.02,1.6,4.988,0.05
920118.BJ,920118,太湖远大,20240813,20240822,730,584,17.0,11.8,34.67,1.241,0.09
301571.SZ,301571,国科天成,20240812,20240821,4486,1794,11.14,15.53,1.05,4.997,0.03
603310.SH,732310,巍华新材,20240805,20240814,8634,5526,17.39,12.26,2.75,15.015,0.06
301611.SZ,301611,珂玛科技,20240805,20240816,7500,2400,8.0,44.9,1.2,6.0,0.04
688721.SH,787721,龙图光罩,20240726,20240806,3338,1068,18.5,30.2,0.8,6.174,0.04
301608.SZ,301608,博实结,20240723,20240801,2225,890,44.5,23.98,0.5,9.902,0.03
603391.SH,732391,力聚热能,20240722,20240731,2275,1820,40.0,15.56,0.9,9.1,0.04
301606.SZ,301606,绿联科技,20240715,20240726,4150,1328,21.21,24.0,0.65,8.802,0.03
301552.SZ,301552,科力装备,20240711,20240722,1700,698,30.0,15.08,0.4,5.1,0.02
301603.SZ,301603,乔锋智能,20240701,20240710,3019,1208,26.5,19.96,0.7,8.0,0.03
603285.SH,732285,键邦股份,20240626,20240705,4000,3200,18.65,16.43,1.6,7.46,0.05
603350.SH,732350,安乃达,20240624,20240703,2900,2320,20.56,18.02,1.15,5.962,0.04
603381.SH,732381,永臻股份,20240617,20240626,5931,4271,23.35,15.06,2.1,13.85,0.05
301580.SZ,301580,爱迪特,20240617,20240626,1903,923,44.95,25.49,0.5,8.554,0.03
301565.SZ,301565,中仑新材,20240611,20240620,6001,2340,11.88,23.63,1.1,7.129,0.04
688692.SH,787692,达梦数据,20240531,20240612,1900,608,86.96,24.09,0.45,16.522,0.04
300784.SZ,300784,利安科技,20240528,20240607,1406,1406,28.3,22.4,1.4,3.979,0.02
301392.SZ,301392,汇成真空,20240524,20240605,2500,1088,12.2,16.31,0.6,3.05,0.03
920002.BJ,920002,万达轴承,20240521,20240530,575,400,20.74,14.33,23.75,1.193,0.07
301596.SZ,301596,瑞迪智驱,20240429,20240513,1378,1378,25.92,15.65,1.35,3.572,0.02
688530.SH,787530,欧莱新材,20240425,20240509,4001,1280,9.6,41.44,0.95,3.841,0.05
301539.SZ,301539,宏鑫科技,20240401,20240415,3700,1795,10.64,25.0,1.05,3.937,0.02
688691.SH,787691,灿芯股份,20240329,20240411,3000,1020,19.86,23.14,0.75,5.958,0.04
872931.BJ,889900,无锡鼎邦,20240327,20240408,2875,2000,6.2,14.58,118.75,1.782,0.08
920931.BJ,889900,无锡鼎邦,20240327,20240408,2875,2000,6.2,14.58,118.75,1.782,0.08
301587.SZ,301587,中瑞股份,20240325,20240408,3683,1495,21.73,18.79,0.85,8.004,0.03
001389.SZ,001389,广合科技,20240322,20240402,4230,2665,17.43,26.28,1.1,7.373,0.04
837023.BJ,889288,芭薇股份,20240320,20240329,920,640,5.77,14.2,38.0,0.531,0.04
920123.BJ,889288,芭薇股份,20240320,20240329,920,640,5.77,14.2,38.0,0.531,0.04
301536.SZ,301536,星宸科技,20240318,20240328,4211,1474,16.16,15.34,0.7,6.805,0.03
001359.SZ,001359,平安电工,20240315,20240328,4638,3710,17.39,25.88,1.85,8.065,0.04
835438.BJ,889438,戈碧迦,20240313,20240325,2300,1600,10.0,11.28,95.0,2.3,0.11
920438.BJ,889438,戈碧迦,20240313,20240325,2300,1600,10.0,11.28,95.0,2.3,0.11
603344.SH,732344,星德胜,20240311,20240320,4863,3891,19.18,20.44,1.9,9.328,0.05
